poi_id	normalized_score	geographic_id	category_id	administrative_region_id
5339150	0.590297	36440853	16	1752
377029	0.281176	20195612	13	3159
2193444	0.877156	18835639	1	1709
5635568	0.347306	18512967	17	3142
7155496	0.338876	22251818	17	1762
3191689	0.61699	1080368	1	2847
702526	0.743678	49623056	10	359
760897	0.376631	17458972	17	2707
370682	0.707214	45429338	11	1752
5832781	0.843934	38077159	4	1946
4988023	0.844952	23295609	4	297
7195956	0.865381	48517204	4	1881
1469171	0.995558	15887882	4	1881
4625399	0.810346	47574028	10	1826
2644777	0.819429	16359248	16	1241
4738938	0.730485	19886875	0	2914
4075290	0.85764	33897553	4	328
4316548	0.264036	40989388	3	297
4355787	0.603916	38910042	13	1812
5470051	0.849359	47591777	15	729
792164	0.929031	13894777	0	1709
422845	0.776558	6672267	4	1370
477894	0.74032	11408917	16	458
480354	0.450684	43990313	1	1950
4420881	0.703664	23364199	10	2847
7253671	0.38012	9950950	18	2601
2057689	0.619399	11283946	18	1826
1022575	0.315257	31807451	15	1416
1049486	0.783501	35048133	1	917
4951395	0.800619	41468540	0	1519
1385474	0.657931	14042960	3	720
1879373	0.674888	19498449	14	432
6741333	0.719416	48522300	8	3123
5559544	0.300682	27765830	18	547
5563941	0.250399	18719848	17	1370
3366752	0.424333	6627557	2	540
7039663	0.836692	2773439	1	921
7022738	0.655959	35744810	11	1554
5538047	0.796693	42092484	4	835
3887716	0.819429	25838142	4	1095
4520388	0.3066	34697763	15	1785
6876820	0.240655	36515773	17	540
2230825	0.860871	24290363	1	1881
2317277	0.751667	12471286	8	1240
3254696	0.304307	19044384	18	1127
1168285	0.642453	9511086	16	1551
1172819	0.81564	51285154	4	458
5885231	0.625894	20145165	17	359
5617765	0.857089	30636508	4	547
3878815	0.704765	24373538	8	945
3882836	0.679148	24181773	8	2089
3927033	0.568304	16083780	17	1802
1570619	0.835837	39368931	1	1519
2183469	0.649465	41380710	8	174
4819114	0.482836	15044765	3	947
1991434	0.356683	14842047	3	1752
221785	0.425456	18055311	16	1915
3730933	0.636064	24026354	18	3263
6481662	0.774972	19872031	0	1680
4813554	0.76758	19610181	15	1881
776384	0.755963	16999866	4	2984
5145117	0.540801	52364066	2	353
1086971	0.870697	32263965	0	213
3854380	0.293439	5969020	18	2803
3860979	0.713832	50973806	14	818
1310801	0.714698	10410934	8	1826
1641962	0.45692	11132611	14	1826
1707769	0.418501	50989001	13	540
1708620	0.791467	18087794	15	359
6288965	0.57637	23295609	8	297
3049466	0.409941	6001541	15	2872
7012652	0.270988	46553097	17	297
6591846	0.95559	2275896	0	1802
256892	0.713062	22861635	14	753
265834	0.819145	2139430	4	3111
5511140	0.978202	13282610	4	2974
2940894	0.181221	4917981	16	1950
505269	0.251	3935711	11	540
6187357	0.546316	16443474	8	2036
5766949	0.707671	31144692	4	1752
5248003	0.630794	3257574	16	1723
5259548	0.639513	25711415	8	1709
6114584	0.613275	11046204	16	921
4924819	0.763252	49291002	8	1915
4981361	0.304215	20096848	3	540
5109675	0.290397	51280632	17	3123
6910078	0.824805	33897553	1	328
6922815	0.323727	50989001	17	540
6452868	0.434498	29441738	3	720
2054874	0.504842	29777422	17	1816
2110938	0.74088	33608705	14	2270
2115244	0.507987	43207329	10	1950
1393719	0.535484	44797554	15	24
1468060	0.70889	49090068	1	1826
6709228	0.733568	9498111	14	1881
813940	0.831365	3808985	1	458
3270892	0.441657	43732884	4	3161
4285014	0.358714	50989001	9	540
2883970	0.713749	31855012	0	1920
2912593	0.771219	42522708	7	1551
5519636	0.227441	4225976	17	203
1449368	0.496189	3369648	14	1370
6205280	0.54304	1317084	13	1378
6229553	0.646615	11575441	8	1551
2637397	0.695092	16083780	8	1802
5327326	0.766768	28861302	14	2821
3919180	0.850836	45882258	0	1121
6858363	0.823737	49243060	1	947
3639046	0.563155	17724805	1	1370
2766076	0.571933	35569478	17	1826
4349471	0.947926	43828907	0	2671
4263955	0.644516	22665016	0	357
2063590	0.463848	1042966	17	2883
6102826	0.853773	46099106	4	1816
2804754	0.845722	41495280	0	1802
2847970	0.375722	49501659	4	1802
2403034	0.849263	50818659	15	2105
3470411	0.457975	25286182	17	359
3470417	0.33375	8953881	13	245
3490986	0.380052	8518759	10	1466
3438503	0.207483	32949013	7	2430
3848227	0.853766	3051244	0	2166
896648	0.93402	43371322	0	433
918750	0.673838	7430820	3	3111
6663805	0.19568	19051726	13	1816
7279777	0.591672	13226549	4	2199
1175352	0.680065	31510760	3	1816
5122401	0.94989	1840759	4	1591
5127674	0.270516	45453876	13	2590
5166643	0.716644	41579117	15	1816
134365	0.944048	37378958	0	2539
3859849	0.371902	47465877	17	297
5675478	0.645276	24309093	10	24
6978783	0.805208	35625393	1	1816
6133949	0.69443	43541651	4	3161
6136465	0.857689	26961799	4	1378
3519417	0.557048	33719444	8	353
6557523	0.638558	48231151	11	2974
1078885	0.340359	38843889	1	540
7177205	0.303086	31807451	1	1416
1106178	0.623704	23123046	11	281
5826726	0.823573	43303666	4	1551
1963720	0.972493	42134777	4	1752
6278598	0.315394	13175559	15	2551
3785221	0.172825	28495659	17	1121
6736351	0.368346	7107880	15	174
6936117	0.796432	30464779	14	1812
5833534	0.721568	37960977	14	2590
5842403	0.599289	27190349	10	24
725856	0.514391	22082985	17	1826
738614	0.261509	32787166	1	3273
2177776	0.455012	3424841	17	1826
6112162	0.844911	34809110	4	1497
6134753	0.476867	19528760	14	818
1352346	0.555882	2295588	1	1812
1986662	0.677061	38469907	8	174
570228	0.390686	26287104	5	1816
1534613	0.612034	34300822	20	432
1040189	0.640663	34294033	6	359
3591433	0.839751	34945334	4	1802
3597624	0.689185	32394128	18	1378
416838	0.841097	1590082	4	3257
419058	0.835358	7706143	11	2707
5714001	0.57966	39075509	14	3263
3770567	0.718707	5188189	4	1978
275035	0.399393	16159906	8	1370
282448	0.612087	35499206	10	3202
5338647	0.79766	35133798	11	836
4733079	0.137202	3288167	17	1752
5621125	0.622495	39671282	17	359
2832568	0.452355	39616817	16	733
2642045	0.895698	25888645	0	2707
4143404	0.624643	4111869	4	835
4157425	0.790114	20849842	8	817
2434678	0.626249	2240008	16	1416
713298	0.21887	25018293	8	3263
737248	0.675636	28411165	8	258
7062125	0.834881	42522708	1	1551
1900415	0.816001	17002944	4	2974
825043	0.612554	23980854	15	2383
5005467	0.272936	11479308	16	353
7200951	0.757513	26994854	1	1551
4115339	0.811645	23098675	1	3263
4731547	0.869341	42892388	0	2921
2191881	0.741313	21202500	8	1752
2239940	0.8269	45716605	1	1637
4647499	0.671344	34424635	18	297
1765931	0.651664	10372260	8	1551
1379047	0.715875	6169470	10	2551
4901401	0.751748	46773835	0	2652
6816416	0.666344	15487317	14	433
7249077	0.995058	30835786	4	791
6084417	0.648152	31190061	16	203
6713076	0.394129	5792439	18	1127
1828602	0.508247	38059843	17	213
1896420	0.828078	50319829	0	2381
3262325	0.491721	9010320	17	2820
2896861	0.542635	30763804	8	3246
225981	0.414929	16083780	17	1802
263877	0.391294	18265863	17	359
268632	0.777667	52603564	18	1107
5750476	0.746091	19420475	4	3188
3916585	0.340591	26916285	15	1241
3924068	0.807044	8095328	1	357
4535488	0.821864	15583308	11	1554
2799090	0.390061	11674256	17	433
314463	0.762246	51426389	5	2883
6997929	0.496628	51777848	8	253
2920742	0.44207	47829206	2	3159
725744	0.82389	25447512	4	359
1174051	0.401196	41293522	13	3257
1771763	0.776916	15794183	0	357
405182	0.221639	7057709	20	2723
4031065	0.806675	47789121	1	433
2145345	0.560836	17975357	17	359
44364	0.953086	9239475	4	1816
4851332	0.80262	20367570	11	921
1188694	0.184496	34945334	17	1802
5181654	0.738675	10444444	1	917
4413409	0.626373	6423420	1	1752
2722137	0.471639	22485568	16	3111
2949283	0.6578	22571782	15	3142
2974024	0.248051	49847156	3	442
5425396	0.6034	30112352	11	359
252368	0.607698	31141821	4	353
101797	0.657263	1317084	1	1378
5404019	0.541486	45649448	1	3257
4914435	0.712402	13036263	8	1752
4926092	0.354597	2439160	11	1709
6966914	0.650529	29349576	8	1752
2147174	0.722516	47898073	8	3111
5257519	0.408582	18550255	3	3257
7042407	0.711925	15425805	4	1562
4895346	0.516315	29261048	8	2883
6225880	0.773577	34735195	4	2365
5766436	0.86406	27170356	0	3142
5959810	0.801155	20679811	4	1816
3046060	0.701019	20065257	8	818
5309449	0.843976	43990313	4	1950
3998171	0.743271	3816513	8	1816
3324988	0.561886	14107454	1	297
2258003	0.2691	51963734	18	720
2283102	0.572424	3359382	15	3217
3572629	0.853295	290190	4	3142
3244737	0.573718	554226	17	1881
5115173	0.370525	27862635	18	3263
5140662	0.930524	22665016	0	357
6175772	0.828495	50835057	0	1127
3391589	0.638315	16865920	16	686
6061678	0.407968	23059505	17	174
4351960	0.241774	258285	13	1752
2582008	0.522521	31144692	16	1752
2587849	0.512523	33060040	14	2229
1597516	0.819591	44014711	4	1866
6347826	0.781011	2275896	1	1802
844672	0.813123	2663041	1	2701
5341487	0.811784	12937628	1	2883
5391673	0.684154	5153721	4	1752
1971568	0.764933	43154973	1	24
361258	0.689656	43392495	1	458
3937651	0.636023	3650504	4	2166
4300632	0.765213	40087156	14	745
4882405	0.401311	29098514	4	432
2043508	0.451101	20364927	3	2445
2118325	0.251822	14957858	13	1127
4162587	0.010111	40996208	16	1392
7221118	0.27558	52511101	16	3257
196568	0.455233	17524022	11	2199
5248198	0.710475	31850773	11	2974
70765	0.583799	38799357	18	1504
1776284	0.786446	5615504	16	1709
3481101	0.588874	16235728	20	174
865386	0.828301	554226	1	1881
931291	0.253381	44913637	20	1752
3127581	0.343797	48850042	17	1370
2629816	0.36644	21868187	13	540
2641419	0.599972	1215712	16	1709
1587232	0.971936	22276042	4	3142
4453144	0.542906	22432617	10	3111
561097	0.819517	40353805	4	1225
5672032	0.691622	12898993	1	1752
5673119	0.192734	34481679	8	720
2293398	0.25819	20236941	17	1802
96063	0.753768	2961320	16	3203
111712	0.400482	27338191	16	3257
7157362	0.638338	7514324	4	1709
6859047	0.498721	34300822	20	432
601178	0.394342	5792550	16	297
3304987	0.463231	12801526	16	921
5032749	0.616131	30698819	8	1812
5074750	0.372964	2883721	14	3263
5301871	0.741558	1018652	4	174
3132955	0.7308	42814627	0	1950
6107233	0.714308	26679433	8	1915
3471301	0.476568	50724115	13	3159
4917490	0.204505	50989001	17	540
4952478	0.818157	31312989	4	835
